IATA,ICAO,Airport,Location,Country,UTC,Latitudes,Longitudes,Elevation,URL,PAX,OPs,Cargo,Year
AAA,NTGA,Anaa Airport,"Anaa, Tuamotus",French Polynesia,UTC−10:00,-17.348888888888887,-145.51222222222222,10,https://en.wikipedia.org/wiki/Anaa_Airport,3797,120,14,2021
AAB,YARY,Arrabury Airport,"Arrabury, Queensland",Australia,UTC+10:00,-26.69,141.04666666666665,334,https://en.wikipedia.org/wiki/Arrabury_Airport,,,,
AAC,HEAR,El Arish International Airport,El Arish,Egypt,UTC+02:00,31.073333333333334,33.83583333333333,121,https://en.wikipedia.org/wiki/El_Arish_International_Airport,5991,,,2011
AAD,,Adado Airport,"Adado, Galguduud",Somalia,UTC+03:00,6.095833333333333,46.6375,"1,001",https://en.wikipedia.org/wiki/Adado_Airport,,,,
AAE,DABB,Rabah Bitat Airport,Annaba,Algeria,UTC+01:00,36.82916666666667,7.813888888888889,5 m,https://en.wikipedia.org/wiki/Rabah_Bitat_Airport,105229,,,2020
AAF,KAAF,Apalachicola Regional Airport,"Apalachicola, Florida",United States,UTC−05:00,29.7275,-85.0275,20,https://en.wikipedia.org/wiki/Apalachicola_Regional_Airport,,24375,,2009
AAG,SSYA,Arapoti Airport,"Arapoti, Paraná",Brazil,UTC−03:00,,,805 m,https://en.wikipedia.org/wiki/Arapoti_Airport,,,,2011
AAH,EDKA,Merzbrück Airport,"Aachen, North Rhine-Westphalia",Germany,UTC+01:00,,,623,https://en.wikipedia.org/wiki/Merzbrück_Airport,,,,
AAI,SWRA,Arraias Airport,"Arraias, Tocantins",Brazil,UTC−03:00,-13.023888888888889,-46.885555555555555,586 m,https://en.wikipedia.org/wiki/Arraias_Airport,,,,
AAJ,SMCA,Cayana Airstrip,Awaradam,Suriname,UTC−03:00,3.8986111111111112,-55.57777777777778,360,https://en.wikipedia.org/wiki/Cayana_Airstrip,,,,
AAK,NGUK,Aranuka Airport,Aranuka,Kiribati,UTC+12:00,0.18527777777777776,173.6363888888889,6,https://en.wikipedia.org/wiki/Aranuka_Airport,,,,
AAL,EKYT,Aalborg Airport,Aalborg,Denmark,UTC+01:00,57.09277777777778,9.849166666666667,10,https://en.wikipedia.org/wiki/Aalborg_Airport,"1.456.496<sup id=""cite_ref-Passagertal_1-0"" class=""reference""><a href=""#cite_note-Passagertal-1"">[1]</a></sup>",,,2015
AAM,FAMD,Mala Mala Airport,Mala Mala,South Africa,UTC+02:00,-24.818055555555556,31.544722222222223,"1,124",https://en.wikipedia.org/wiki/Mala_Mala_Airport,,,,
AAN,OMAL,Al Ain International Airport,Al Ain,United Arab Emirates,UTC+04:00,24.261666666666667,55.60916666666667,866,https://en.wikipedia.org/wiki/Al_Ain_International_Airport,,,,
AAO,SVAN,Anaco Airport,Anaco,Venezuela,UTC−04:00,9.430277777777777,-64.47083333333333,721,https://en.wikipedia.org/wiki/Anaco_Airport,,,,
AAP,WALS,Aji Pangeran Tumenggung Pranoto International Airport,"Samarinda, East Kalimantan",Indonesia,UTC+08:00,-0.37361111111111106,117.25555555555556,25 m,https://en.wikipedia.org/wiki/Aji_Pangeran_Tumenggung_Pranoto_International_Airport,,,,2022
AAQ,URKA,Anapa Airport,"Anapa, Krasnodar Krai",Russia,UTC+03:00,45.00208333333333,37.34730555555556,174,https://en.wikipedia.org/wiki/Anapa_Airport,1487382,,,2018
AAR,EKAH,Aarhus Airport,Aarhus,Denmark,UTC+01:00,56.30416666666667,10.619166666666667,82,https://en.wikipedia.org/wiki/Aarhus_Airport,500365,,,2019
AAS,,Apalapsili Airport,Apalapsili,Indonesia,UTC+09:00,-3.8847222222222224,139.31055555555557,"3,000",https://en.wikipedia.org/wiki/Apalapsili_Airport,,,,
AAT,ZWAT,Altay Airport,"Altay, Xinjiang",China,UTC+08:00,,,750 m,https://en.wikipedia.org/wiki/Altay_Airport,403690,,293.3,2021
AAU,NSAU,Asau Airport,"Asau, Savai'i Island",Samoa,UTC+13:00,-13.505,-172.6277777777778,,https://en.wikipedia.org/wiki/Asau_Airport,,,,
AAV,RPMA,Allah Valley Airport,Surallah,Philippines,UTC+08:00,6.366666666666666,124.75083333333333,201 m,https://en.wikipedia.org/wiki/Allah_Valley_Airport,,,,
AAX,SBAX,Araxá Airport,"Araxá, Minas Gerais",Brazil,UTC−03:00,-19.560555555555556,-46.96555555555556,999 m,https://en.wikipedia.org/wiki/Araxá_Airport,,,,
AAY,OYGD,Al Ghaydah Airport,Al Ghaydah,Yemen,UTC+03:00,16.193361111111113,52.17419444444444,134,https://en.wikipedia.org/wiki/Al_Ghaydah_Airport,,,,
AAZ,MGQZ,Quetzaltenango Airport,Quetzaltenango,Guatemala,UTC−06:00,14.865277777777777,-91.50277777777778,"7,779",https://en.wikipedia.org/wiki/Quetzaltenango_Airport,2937,,,2016
ABA,UNAA,Abakan International Airport,"Abakan, Republic of Khakassia",Russia,UTC+07:00,53.74333333333333,91.38583333333334,253 m,https://en.wikipedia.org/wiki/Abakan_International_Airport,,,,
ABB,DNAS,Asaba International Airport,Asaba,Nigeria,UTC+01:00,6.204166666666667,6.665277777777778,305,https://en.wikipedia.org/wiki/Asaba_International_Airport,,,,
ABC,LEAB,Albacete Airport,"Albacete, Castilla-La Mancha",Spain,UTC+01:00,38.94833333333333,-1.8633333333333335,"2,301",https://en.wikipedia.org/wiki/Albacete_Airport,1.380,,,2017
ABD,OIAA,Abadan International Airport,Abadan,Iran,UTC+03:30,30.36527777777778,48.23305555555556,7,https://en.wikipedia.org/wiki/Abadan_International_Airport,,,,2017
ABE,KABE,Lehigh Valley International Airport,"Allentown, Pennsylvania",United States,UTC−05:00,40.65233333333333,-75.44047222222223,393,https://en.wikipedia.org/wiki/Lehigh_Valley_International_Airport,,,,
ABF,NGAB,Abaiang Atoll Airport,Abaiang,Kiribati,UTC+12:00,1.7963888888888888,173.0402777777778,10,https://en.wikipedia.org/wiki/Abaiang_Atoll_Airport,,,,
ABG,YABI,Abingdon Airport,"Abingdon Downs, Queensland",Australia,UTC+10:00,-17.6075,143.1836111111111,600,https://en.wikipedia.org/wiki/Abingdon_Airport,,,,
ABH,YAPH,Alpha Airport,"Alpha, Queensland",Australia,UTC+10:00,-23.646666666666665,146.58333333333334,"1,255",https://en.wikipedia.org/wiki/Alpha_Airport,,,,
ABI,KABI,Abilene Regional Airport,"Abilene, Texas",United States,UTC−06:00,32.41325,-99.68311111111112,"1,790.6",https://en.wikipedia.org/wiki/Abilene_Regional_Airport,,78462,,2006
ABJ,DIAP,Port Bouet Airport,Abidjan,Côte d'Ivoire,UTC+00:00,5.261416666666666,-3.925777777777778,29 m,https://en.wikipedia.org/wiki/Port_Bouet_Airport,2070000,,,2017
ABK,HAKD,Kabri Dar Airport,Kebri Dahar,Ethiopia,UTC+03:00,6.732805555555555,44.24155555555556,,https://en.wikipedia.org/wiki/Kabri_Dar_Airport,,,,
ABL,PAFM,Ambler Airport,"Ambler, Alaska",United States,UTC−09:00,,,334,https://en.wikipedia.org/wiki/Ambler_Airport,3727,5000 (2014),,2015
ABM,YNPE,Northern Peninsula Airport,"Bamaga, Queensland",Australia,UTC+10:00,-10.950833333333332,142.45944444444444,34,https://en.wikipedia.org/wiki/Northern_Peninsula_Airport,,,,
ABN,SMBN,Albina Airstrip,Albina,Suriname,UTC−03:00,5.513888888888889,-54.05,21,https://en.wikipedia.org/wiki/Albina_Airstrip,,,,
ABO,DIAO,Aboisso Airport,Aboisso,Côte d'Ivoire,UTC+00:00,,,95,https://en.wikipedia.org/wiki/Aboisso_Airport,,,,
ABP,,Atkamba Airport,Atkamba,Papua New Guinea,UTC+10:00,-6.066666666666666,141.1,150,https://en.wikipedia.org/wiki/Atkamba_Airport,,,,
ABQ,KABQ,Albuquerque International Sunport,"Albuquerque, New Mexico",United States,UTC−07:00,,,"5,355",https://en.wikipedia.org/wiki/Albuquerque_International_Sunport,,,,2022
ABR,KABR,Aberdeen Regional Airport,"Aberdeen, South Dakota",United States,UTC−06:00,,,"1,302",https://en.wikipedia.org/wiki/Aberdeen_Regional_Airport,,,,2018
ABS,HEBL,Abu Simbel Airport,Abu Simbel,Egypt,UTC+02:00,22.37591666666667,31.61163888888889,616,https://en.wikipedia.org/wiki/Abu_Simbel_Airport,499172,,,2006
ABT,OEBA,Al-Baha Domestic Airport,Al Bahah,Saudi Arabia,UTC+03:00,20.296111111111113,41.634166666666665,"5,486",https://en.wikipedia.org/wiki/Al-Baha_Domestic_Airport,,,,
ABU,WATA,Haliwen Airport,Atambua,Indonesia,UTC+08:00,,,"1,434",https://en.wikipedia.org/wiki/Haliwen_Airport,,,,
ABV,DNAA,Nnamdi Azikiwe International Airport,Abuja,Nigeria,UTC+01:00,,,"1,123",https://en.wikipedia.org/wiki/Nnamdi_Azikiwe_International_Airport,5323905 (2021),,,2017
ABW,,Abau Airport,Abau,Papua New Guinea,UTC+10:00,-10.166666666666666,148.7,10,https://en.wikipedia.org/wiki/Abau_Airport,,,,
ABX,YMAY,Albury Airport,"Albury, New South Wales",Australia,UTC+10:00,-36.068333333333335,146.95833333333331,539,https://en.wikipedia.org/wiki/Albury_Airport,,,,FY 2
ABY,KABY,Southwest Georgia Regional Airport,"Albany, Georgia",United States,UTC−05:00,31.535555555555558,-84.19444444444444,196,https://en.wikipedia.org/wiki/Southwest_Georgia_Regional_Airport,,,,2020
ABZ,EGPD,Aberdeen Airport,"Aberdeen, Scotland",United Kingdom,UTC+00:00,57.2025,-2.1980555555555554,215,https://en.wikipedia.org/wiki/Aberdeen_Airport,994077,,,2020
ACA,MMAA,General Juan N. Álvarez International Airport,"Acapulco, Guerrero",Mexico,UTC−06:00,16.756027777777778,-99.75161111111112,13,https://en.wikipedia.org/wiki/General_Juan_N._Álvarez_International_Airport,838991,,,2022
ACB,KACB,Antrim County Airport,"Bellaire, Michigan",United States,UTC−05:00,44.98861111111111,-85.19833333333334,623,https://en.wikipedia.org/wiki/Antrim_County_Airport,,7300,,2018
ACC,DGAA,Kotoka International Airport,Accra,Ghana,UTC+00:00,5.604666666666667,-0.1673888888888889,205,https://en.wikipedia.org/wiki/Kotoka_International_Airport,"2805347 <sup id=""cite_ref-Stats_1-0"" class=""reference""><a href=""#cite_note-Stats-1"">[1]</a></sup>",,,2022
ACD,SKAD,Alcides Fernández Airport,Acandí,Colombia,UTC−05:00,8.5,-77.27444444444444,50,https://en.wikipedia.org/wiki/Alcides_Fernández_Airport,,,,
ACE,GCRR,Lanzarote Airport,"Lanzarote, Canary Islands",Spain,UTC+00:00,,,14 m,https://en.wikipedia.org/wiki/Lanzarote_Airport,7350451,,,2022
ACH,LSZR,St. Gallen–Altenrhein Airport,Altenrhein,Switzerland,UTC+01:00,,,"1,306",https://en.wikipedia.org/wiki/St._Gallen–Altenrhein_Airport,,,,
ACI,EGJA,Alderney Airport,"Alderney, Channel Islands",United Kingdom,UTC+00:00,49.70666666666667,-2.2144444444444447,290,https://en.wikipedia.org/wiki/Alderney_Airport,53343,8981,,2018
ACJ,VCCA,Anuradhapura Airport,Anuradhapura,Sri Lanka,UTC+05:30,8.301666666666668,80.42861111111111,99 m,https://en.wikipedia.org/wiki/Anuradhapura_Airport,,,,
ACK,KACK,Nantucket Memorial Airport,"Nantucket, Massachusetts",United States,UTC−05:00,41.25288888888889,-70.059,48,https://en.wikipedia.org/wiki/Nantucket_Memorial_Airport,,,,
ACL,,Aguaclara Airport,Aguaclara,Colombia,UTC−05:00,4.746944444444445,-72.99055555555556,"1,033",https://en.wikipedia.org/wiki/Aguaclara_Airport,,,,
ACM,,Arica Airport,Arica,Colombia,UTC−05:00,-18.34861111111111,-70.33888888888889,51 m,https://en.wikipedia.org/wiki/Arica_Airport,,,,
ACN,MMCC,Ciudad Acuña International Airport,"Ciudad Acuña, Coahuila",Mexico,UTC−06:00,29.333888888888886,-101.10083333333333,"1,410",https://en.wikipedia.org/wiki/Ciudad_Acuña_International_Airport,N/A,,,2021
ACP,OITM,Sahand Airport,Maragheh,Iran,UTC+03:30,,,"4,396",https://en.wikipedia.org/wiki/Sahand_Airport,,,,
ACR,SKAC,Araracuara Airport,Araracuara,Colombia,UTC−05:00,-0.6008333333333333,-72.39805555555556,"1,246",https://en.wikipedia.org/wiki/Araracuara_Airport,,,,
ACS,UNKS,Achinsk Airport,"Achinsk, Krasnoyarsk Krai",Russia,UTC+07:00,,,"1,033",https://en.wikipedia.org/wiki/Achinsk_Airport,,,,
ACT,KACT,Waco Regional Airport,"Waco, Texas",United States,UTC−06:00,31.61138888888889,-97.23055555555555,516,https://en.wikipedia.org/wiki/Waco_Regional_Airport,,36011,,2006
ACU,,Achutupo Airport,Achutupo,Panama,UTC−05:00,9.190277777777778,-77.99444444444444,16,https://en.wikipedia.org/wiki/Achutupo_Airport,,,,
ACV,KACV,Arcata-Eureka Airport,"Eureka / Arcata, California",United States,UTC−08:00,,,222,https://en.wikipedia.org/wiki/Arcata-Eureka_Airport,,,,2011
ACX,ZUYI,Xingyi Wanfenglin Airport,"Xingyi, Guizhou",China,UTC+08:00,25.08833333333333,104.95861111111111,,https://en.wikipedia.org/wiki/Xingyi_Wanfenglin_Airport,1001683,,20039.6,2021
ACY,KACY,Atlantic City International Airport,"Atlantic City, New Jersey",United States,UTC−05:00,39.4575,-74.57722222222222,75,https://en.wikipedia.org/wiki/Atlantic_City_International_Airport,,,,2020
ACZ,OIZB,Zabol Airport,Zabol,Iran,UTC+03:30,,,"1,628",https://en.wikipedia.org/wiki/Zabol_Airport,,,,
ADA,LTAF,Adana Şakirpaşa Airport,Adana,Turkey,UTC+03:00,36.981944444444444,35.280277777777776,65,https://en.wikipedia.org/wiki/Adana_Şakirpaşa_Airport,,,,2019
ADB,LTBJ,Adnan Menderes Airport,İzmir,Turkey,UTC+03:00,,,412,https://en.wikipedia.org/wiki/Adnan_Menderes_Airport,12823701,,,2017
ADC,AYAN,Andakombe Airport,Andakombe,Papua New Guinea,UTC+10:00,-7.137138888888889,145.74471944444443,10,https://en.wikipedia.org/wiki/Andakombe_Airport,,,,
ADD,HAAB,Bole International Airport,Addis Ababa,Ethiopia,UTC+03:00,8.977777777777778,38.79944444444444,"2,334 m",https://en.wikipedia.org/wiki/Bole_International_Airport,"12143938<sup id=""cite_ref-Fastest_Growing_Airports_2018_1-0"" class=""reference""><a href=""#cite_note-Fastest_Growing_Airports_2018-1"">[1]</a></sup>",,,2018
ADE,OYAA,Aden International Airport,Aden,Yemen,UTC+03:00,12.829444444444444,45.028888888888886,7,https://en.wikipedia.org/wiki/Aden_International_Airport,,,,
ADF,LTCP,Adıyaman Airport,Adıyaman,Turkey,UTC+03:00,37.73166666666667,38.46888888888889,"2,216",https://en.wikipedia.org/wiki/Adıyaman_Airport,,,,
ADG,KADG,Lenawee County Airport,"Adrian, Michigan",United States,UTC−05:00,,,798,https://en.wikipedia.org/wiki/Lenawee_County_Airport,,18000,,2021
ADH,UEEA,Aldan Airport,"Aldan, Yakutia",Russia,UTC+09:00,58.60305555555556,125.40722222222223,683 m,https://en.wikipedia.org/wiki/Aldan_Airport,,,,
ADI,FYAR,Arandis Airport,Arandis,Namibia,UTC+01:00,-22.46222222222222,14.98,"1,905",https://en.wikipedia.org/wiki/Arandis_Airport,,,,
ADJ,OJAM,Amman Civil Airport,Amman,Jordan,UTC+02:00,31.972499999999997,35.99138888888889,"2,555",https://en.wikipedia.org/wiki/Amman_Civil_Airport,279219,7090,,2012
ADK,PADK,Adak Airport,"Adak Island, Alaska",United States,UTC−10:00,51.878055555555555,-176.6461111111111,18,https://en.wikipedia.org/wiki/Adak_Airport,4062,340 (2013),,2015
ADL,YPAD,Adelaide Airport,"Adelaide, South Australia",Australia,UTC+09:30,-34.94499999999999,138.53055555555557,20,https://en.wikipedia.org/wiki/Adelaide_Airport,4042686,75233,,2021
ADM,KADM,Ardmore Municipal Airport,"Ardmore, Oklahoma",United States,UTC−06:00,34.30416666666667,-97.02055555555556,777,https://en.wikipedia.org/wiki/Ardmore_Municipal_Airport,,45729,,2009
ADN,SKAN,Andes Airport,Andes,Colombia,UTC−05:00,5.69764,-75.88037999999999,"3,900",https://en.wikipedia.org/wiki/Andes_Airport,,,,
ADO,YAMK,Andamooka Airport,"Andamooka, South Australia",Australia,UTC+09:30,-30.438333333333333,137.13666666666666,250,https://en.wikipedia.org/wiki/Andamooka_Airport,,,,
ADP,VCCG,Ampara Airport,Ampara,Sri Lanka,UTC+05:30,7.336944444444444,81.63027777777778,46 m,https://en.wikipedia.org/wiki/Ampara_Airport,,,,
ADQ,PADQ,Kodiak Airport,"Kodiak, Alaska",United States,UTC−09:00,57.749722222222225,-152.49388888888888,80,https://en.wikipedia.org/wiki/Kodiak_Airport,,,,2009
ADR,KPHH,Robert F. Swinnie Airport,"Andrews, South Carolina",United States,UTC−05:00,,,26,https://en.wikipedia.org/wiki/Robert_F._Swinnie_Airport,,1000,,2006
ADS,KADS,Addison Airport,"Dallas, Texas",United States,UTC−06:00,32.968611111111116,-96.83638888888889,644,https://en.wikipedia.org/wiki/Addison_Airport,,96476,,2015
ADT,KADH,Ada Municipal Airport,"Ada, Oklahoma",United States,UTC−06:00,,,"1,016",https://en.wikipedia.org/wiki/Ada_Municipal_Airport,,12250,,2005
ADU,OITL,Ardabil Airport,Ardabil,Iran,UTC+03:30,38.32555555555556,48.424166666666665,"4,315",https://en.wikipedia.org/wiki/Ardabil_Airport,,,,1393
ADV,,Ed Daein Airport,Ed Daein,Sudan,UTC+03:00,11.403611111111111,26.11916666666667,"1,627",https://en.wikipedia.org/wiki/Ed_Daein_Airport,,,,
ADW,KADW,Andrews Field,"Camp Springs, Maryland",United States,UTC−05:00,,,85.3 metres (280,https://en.wikipedia.org/wiki/Andrews_Field,,,,
ADX,EGQL,Leuchars Station,"St Andrews, Scotland",United Kingdom,UTC+00:00,56.37305555555555,-2.868611111111111,12 metres (39,https://en.wikipedia.org/wiki/Leuchars_Station,,,,
ADY,FAAL,Alldays Airport,Alldays,South Africa,UTC+02:00,-22.678333333333335,29.055,"2,600",https://en.wikipedia.org/wiki/Alldays_Airport,,,,
ADZ,SKSP,Gustavo Rojas Pinilla International Airport,San Andres Island,Colombia,UTC−05:00,,,19,https://en.wikipedia.org/wiki/Gustavo_Rojas_Pinilla_International_Airport,2.115.377,,,2018
AEA,NGTB,Abemama Atoll Airport,Abemama Atoll,Kiribati,UTC+12:00,,,8,https://en.wikipedia.org/wiki/Abemama_Atoll_Airport,,,,
AEB,ZGBS,Baise Bama Airport,"Baise, Guangxi",China,UTC+08:00,23.71944444444444,106.95916666666668,45 m,https://en.wikipedia.org/wiki/Baise_Bama_Airport,181080,,18.5,2021
AEE,,Adareil Airport,Adareil,South Sudan,UTC+03:00,10.053611111111111,32.95944444444445,,https://en.wikipedia.org/wiki/Adareil_Airport,,,,
AEG,WIME,Aek Godang Airport,Padang Sidempuan,Indonesia,UTC+07:00,1.4001027777777777,99.43045277777779,922,https://en.wikipedia.org/wiki/Aek_Godang_Airport,,,,
AEH,FTTC,Abéché Airport,Abéché,Chad,UTC+01:00,13.846944444444444,20.844166666666666,"1,788",https://en.wikipedia.org/wiki/Abéché_Airport,,,,
AEK,AYAX,Aseki Airport,Aseki,Papua New Guinea,UTC+10:00,-7.3508048611111105,146.19386672222223,,https://en.wikipedia.org/wiki/Aseki_Airport,,,,
AEL,KAEL,Albert Lea Municipal Airport,"Albert Lea, Minnesota",United States,UTC−06:00,,,"1,261",https://en.wikipedia.org/wiki/Albert_Lea_Municipal_Airport,,26175,,2011
AEM,UHTG,Amgu Airport,"Amgu, Primorsky Krai",Russia,UTC+10:00,45.841260000000005,137.673568,10,https://en.wikipedia.org/wiki/Amgu_Airport,,,,
AEO,GQNA,Aioun el Atrouss Airport,Aioun el Atrouss,Mauritania,UTC+00:00,,,965,https://en.wikipedia.org/wiki/Aioun_el_Atrouss_Airport,,,,
AEP,SABE,Jorge Newbery Airpark,Buenos Aires,Argentina,UTC−03:00,,,5 m,https://en.wikipedia.org/wiki/Jorge_Newbery_Airpark,,,,2021
AEQ,,Ar Horqin Airport,Ar Horqin Banner,China,UTC+08:00,43.87042,120.15958,,https://en.wikipedia.org/wiki/Ar_Horqin_Airport,,,,
AER,URSS,Sochi International Airport,"Sochi, Krasnodar Krai",Russia,UTC+03:00,43.45,39.95666666666667,27 m,https://en.wikipedia.org/wiki/Sochi_International_Airport,,,,2018
AES,ENAL,"Ålesund Airport, Vigra",Ålesund,Norway,UTC+01:00,62.5625,6.119722222222221,21 m,"https://en.wikipedia.org/wiki/Ålesund_Airport,_Vigra",1077209,,641,2013
AET,PFAL,Allakaket Airport,"Allakaket, Alaska",United States,UTC−09:00,,,441,https://en.wikipedia.org/wiki/Allakaket_Airport,3294,1220 (2014),,2015
AEU,OIBA,Abu Musa Airport,Abu Musa Island,Iran,UTC+03:30,25.875555555555557,55.032777777777774,23,https://en.wikipedia.org/wiki/Abu_Musa_Airport,,,,2017
AEX,KAEX,Alexandria International Airport,"Alexandria, Louisiana",United States,UTC−06:00,,,,https://en.wikipedia.org/wiki/Alexandria_International_Airport,,,,
AEY,BIAR,Akureyri Airport,Akureyri,Iceland,UTC+00:00,65.66111111111111,-18.072222222222223,6,https://en.wikipedia.org/wiki/Akureyri_Airport,,,,
AFA,SAMR,San Rafael Airport,"San Rafael, Mendoza",Argentina,UTC−03:00,,,,https://en.wikipedia.org/wiki/San_Rafael_Airport,,,,
AFD,FAPA,Port Alfred Airport,Port Alfred,South Africa,UTC+02:00,-33.55416666666667,26.879722222222224,272,https://en.wikipedia.org/wiki/Port_Alfred_Airport,,,,
AFF,KAFF,United States Air Force Academy Airfield,"Colorado Springs, Colorado",United States,UTC−07:00,38.973391416666665,-104.82003272222222,"6,576 feet (2,004 m) <a href=""/wiki/Above_mean_sea_level"" class=""mw-redirect"" title=""Above mean sea level"">AMSL</a>",https://en.wikipedia.org/wiki/United_States_Air_Force_Academy_Airfield,,,,
AFI,SKAM,Amalfi Airport,Amalfi,Colombia,UTC−05:00,,,131,https://en.wikipedia.org/wiki/Amalfi_Airport,,,,
AFK,,Kondavattavan Tank Seaplane Base,Ampara,Sri Lanka,UTC+05:30,,,,https://en.wikipedia.org/wiki/Kondavattavan_Tank_Seaplane_Base,,,,
AFL,SBAT,Alta Floresta Airport,"Alta Floresta, Mato Grosso",Brazil,UTC−04:00,-9.866388888888888,-56.105000000000004,289 m,https://en.wikipedia.org/wiki/Alta_Floresta_Airport,,,,
AFN,KAFN,Jaffrey Airport–Silver Ranch,"Jaffrey, New Hampshire",United States,UTC−05:00,,,"1,040",https://en.wikipedia.org/wiki/Jaffrey_Airport–Silver_Ranch,,7300,,2013
AFO,KAFO,Afton Municipal Airport,"Afton, Wyoming",United States,UTC−07:00,42.70888888888889,-110.94222222222223,"6,221",https://en.wikipedia.org/wiki/Afton_Municipal_Airport,,14820,,2007
AFR,AYAF,Afore Airstrip,Afore,Papua New Guinea,UTC+10:00,-9.142222222222221,148.39083333333332,,https://en.wikipedia.org/wiki/Afore_Airstrip,,,,
AFS,UTSN,Zarafshan Airport,Zarafshan,Uzbekistan,UTC+05:00,41.61361111111111,64.23277777777778,,https://en.wikipedia.org/wiki/Zarafshan_Airport,,,,
AFT,AGAF,Afutara Airport,"Afutara, Malaita",Solomon Islands,UTC+11:00,-9.19111111111111,160.94916666666668,,https://en.wikipedia.org/wiki/Afutara_Airport,,,,
AFW,KAFW,Fort Worth Alliance Airport,"Fort Worth, Texas",United States,UTC−06:00,32.99027777777778,-97.31944444444444,723,https://en.wikipedia.org/wiki/Fort_Worth_Alliance_Airport,,112326,,2017
AFY,LTAH,Afyon Airport,Afyon,Turkey,UTC+03:00,,,"3,310",https://en.wikipedia.org/wiki/Afyon_Airport,,,,
AFZ,OIMS,Sabzevar Airport,Sabzevar,Iran,UTC+03:30,,,"3,010",https://en.wikipedia.org/wiki/Sabzevar_Airport,,,,
AGA,GMAD,Agadir–Al Massira Airport,Agadir,Morocco,UTC+00:00,30.325,-9.413055555555555,226,https://en.wikipedia.org/wiki/Agadir–Al_Massira_Airport,"2008465<sup id=""cite_ref-1"" class=""reference""><a href=""#cite_note-1"">[1]</a></sup>",,,2019
AGB,EDMA,Augsburg Airport,"Augsburg, Bavaria",Germany,UTC+01:00,48.42527777777777,10.931666666666667,"1,515",https://en.wikipedia.org/wiki/Augsburg_Airport,,,,
AGC,KAGC,Allegheny County Airport,"Pittsburgh, Pennsylvania",United States,UTC−05:00,40.35416666666667,-79.93,"1,252",https://en.wikipedia.org/wiki/Allegheny_County_Airport,,68000,,2009
AGD,WASG,Anggi Airport,Anggi,Indonesia,UTC+09:00,-1.3833333333333333,133.86666666666667,"7,054",https://en.wikipedia.org/wiki/Anggi_Airport,,,,
AGE,EDWG,Wangerooge Airfield,"Wangerooge, Lower Saxony",Germany,UTC+01:00,53.78333333333333,7.916666666666667,6,https://en.wikipedia.org/wiki/Wangerooge_Airfield,,,,
AGF,LFBA,Agen La Garenne Airport,"Agen, Aquitaine",France,UTC+01:00,44.17472222222222,0.5905555555555556,204,https://en.wikipedia.org/wiki/Agen_La_Garenne_Airport,35108,,,2011
AGG,,Angoram Airport,Angoram,Papua New Guinea,UTC+10:00,,,,https://en.wikipedia.org/wiki/Angoram_Airport,,,,
AGH,ESTA,Ängelholm–Helsingborg Airport,Ängelholm,Sweden,UTC+01:00,56.29611111111111,12.847222222222223,68,https://en.wikipedia.org/wiki/Ängelholm–Helsingborg_Airport,,,,2019
AGI,SMWA,Wageningen Airstrip,Wageningen,Suriname,UTC−03:00,5.841666666666667,-56.670833333333334,6,https://en.wikipedia.org/wiki/Wageningen_Airstrip,,,,
AGJ,RORA,Aguni Airport,"Aguni, Okinawa",Japan,UTC+09:00,26.592777777777776,127.24027777777778,38,https://en.wikipedia.org/wiki/Aguni_Airport,7521,,1,2015
AGK,,Kagua Airport,Kagua,Papua New Guinea,UTC+10:00,,,,https://en.wikipedia.org/wiki/Kagua_Airport,,,,
AGL,AYWG,Wanigela Airport,Wanigela,Papua New Guinea,UTC+10:00,-9.3375,149.15555555555557,,https://en.wikipedia.org/wiki/Wanigela_Airport,,,,
AGN,PAGN,Angoon Seaplane Base,"Angoon, Alaska",United States,UTC−09:00,57.50361111111111,-134.585,0,https://en.wikipedia.org/wiki/Angoon_Seaplane_Base,3316,1700,,2015
AGO,KAGO,Magnolia Municipal Airport,"Magnolia, Arkansas",United States,UTC−06:00,33.2275,-93.21694444444445,319,https://en.wikipedia.org/wiki/Magnolia_Municipal_Airport,,10400,,2008
AGP,LEMG,Málaga Airport,"Málaga, Andalusia",Spain,UTC+01:00,36.675,-4.4991666666666665,16 m,https://en.wikipedia.org/wiki/Málaga_Airport,18457194,,,2022
AGQ,LGAG,Agrinion Airport,Agrinion,Greece,UTC+02:00,,,154,https://en.wikipedia.org/wiki/Agrinion_Airport,,,,
AGR,VIAG,Agra Airport,"Agra, Uttar Pradesh",India,UTC+05:30,27.1618309,77.9707261,551,https://en.wikipedia.org/wiki/Agra_Airport,,,,Apri
AGS,KAGS,Augusta Regional Airport,"Augusta, Georgia",United States,UTC−05:00,33.37,-81.96444444444445,144,https://en.wikipedia.org/wiki/Augusta_Regional_Airport,316388,27860,,2020
AGT,SGES,Guaraní International Airport,Ciudad del Este,Paraguay,UTC−04:00,-25.455555555555556,-54.843611111111116,258 m,https://en.wikipedia.org/wiki/Guaraní_International_Airport,,,,2020
AGU,MMAS,Lic. Jesús Terán Peredo International Airport,"Aguascalientes, Aguascalientes",Mexico,UTC−06:00,21.705555555555556,-102.31777777777778,"6,112",https://en.wikipedia.org/wiki/Lic._Jesús_Terán_Peredo_International_Airport,,,,2021
